titre,date_poste,date_fin,description,contrat,ville,pays,entreprise,langue
gestionnaire administratif et financier,2023-03-09 01:00:04,2023-04-30 11:41:00,"nous recherchons pour nos besoins de service un gestionnaire administratif et financier h/f sur tanger.. au sein du service financier, le « gaf » gère les actes administratifs et financiers nécessaires au bon développement de l’entreprise.. acteur essentiel des sociétés de votre portefeuille, vos missions graviteront autour de deux axes principaux :. gestion financière :. . garantir un suivi de la trésorerie tout au long de l’année ;. contrôle de gestion ;. établissements et suivis de budgets de résultat ou de trésorerie ;. suivi des écarts entre les prévisions et la réalité ;. participations aux travaux de coupure d’exercice ;. sécurisation des procédures d’engagement des dépenses ;. sécurisation et gestion des paiements ;. décompositions analytiques conformes aux besoins des sociétés ;. faire vivre les flux intergroupes ;. comptabilité générale : maîtrise des outils et des règles qui serviront de base à la réalisation des travaux financiers ;. gestion de projets.. . gestion administrative :. . rédaction de procédures ;. assurer et suivre la facturation : fournisseurs et clients ;. relations avec divers interlocuteurs : comptables, auditeurs, banquiers, dirigeants, clients, fournisseurs, organismes sociaux. contrôler et respecter les échéances et indications du groupe ;. rédactions de courriers ;. rédaction de procès-verbaux de réunion ;. gestion de projets..",CDI,tanger,maroc,supleor,fr
superviseur des soins spa,2023-03-09 01:00:04,2023-04-30 12:02:40,"nous recrutons pour notre client, hôtel 5 étoiles de luxe, un superviseur des soins spa sur casablanca.",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
responsable fitness,2023-03-09 01:00:04,2023-04-30 12:18:52,"nous recrutons pour notre client, hôtel 5 étoiles de luxe sur casablanca, un responsable fitness.",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
réceptionniste spa hôtel 5*,2023-03-09 01:00:04,2023-04-30 15:03:07,"nous recrutons pour notre client, hôtel de luxe 5* sur casablanca un / une réceptionniste spa hôtel 5* ( conseiller en bien être).",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
spa attendant,2023-03-09 01:00:04,2023-04-30 15:03:29,"nous recrutons pour notre client, hôtel 5* de luxe sur casablanca, u/une spa attendant",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
chargé d'accueil sénior,2023-03-09 01:00:04,2023-04-30 15:32:37,"nous recrutons pour notre client, hôtel 5* de luxe un / un chargé d'accueil sénior (boutique).",Intérim,casablanca,maroc,tectra casa tertiaire ,fr
assistante technique / adv technique,2023-03-09 01:00:04,2023-04-30 16:10:47,"rattaché à la rattaché(e) à la direction technique vous aurez comme mission :. -consulter, préparer et suivre les différentes commandes relatives au besoin des chantiers ;. - assurer, classer et archiver l’ensemble des documents administratifs, juridique et technique de l’équipe technique ;. - établissement des tableaux pour l’étude comparative des appels d’offres et des devis et les communiquer à la direction ;. - assurer la préparation et le rassemblement du document juridique et technique. - préparer le dossier complet des factures pour paiement (vérification, comparaison des prix et quantités livrés, impression des contrats et bp….). - enregistrement des commandes et assurer leur suivi avec les fournisseurs. - tenir à jour les pièces administratives avec les fournisseurs concernant l’envoi des devis, factures, décomptes, assurances …. - préparer les ordres de service, les engagements, le pv de réception d’achèvement des travaux, les demandes de retenue de garantie ;",CDD,casablanca,maroc,tectra,fr
gestionnaire de flux,2023-03-09 01:00:04,2023-04-30 16:12:02,"nous sommes à la recherche d'un gestionnaire de flux dans le domaine de la télécommunication.. missions :. . le gestionnaire de flux prend en charge le pilotage des flux quotidiens sur son périmètre. il/elle optimise l’allocation des ressources sur les flux, alerte et force de proposition pour le management des activités auxquelles il/elle est affecté(e).. pilotage des flux. -piloter les flux en temps réel en tenant compte des hypothèses de dimensionnement et de planification. -optimiser l'allocation des ressources en fonction de leur compétence et des flux présentés. -piloter la qualité de service, les pauses.. gestion opérationnelle. -renseigner les outils mis à sa disposition pour le suivi des absences, des retards, des heures supplémentaires… -editer les reporting projet. -mettre à jour les résultats en temps réel sur le plateau sur les supports disponibles,.",Intérim,rabat,maroc,artus interim,fr
restituteur en photogrammétrie,2023-03-09 01:00:04,2023-03-14 18:18:18,"la société datakad spécialisée dans le traitement des données géographiques implantée à rabat, recherche des restituteurs en photogrammétrie maîtrisant les logiciels suivants : microstation, pro 600, eerdas photogrammetry, summit evolution (features collection)..",CDI,rabat,maroc,datakad,fr
conseiller commercial en formation francophone,2023-03-09 01:00:04,2023-04-18 09:39:36,"fondé en 2018, lh services center est un centre de relation client qui propose des offres de service dans le secteur de la formation, situé en plein coeur du quartier maârif.. dans le cadre de notre développement, nous recherchons un/une conseiller(ère) commercial(e) en formation francophone.. vos missions et responsabilités seront : - développement commercial btoc, - argumenter en appliquant des techniques de vente adaptées au contexte, - conseiller et orienter les clients en fonction de leur besoin, - établir des propositions commerciales, - construire et développer un portefeuille client, - assurer une qualité de service et un suivi clientèle, - entretenir un crm dans un outil logiciel dédié (mise à jour de la base de données).",CDI,casablanca,maroc,lh services center,fr
assistante ressources humaines - daroua,2023-03-08 18:16:38,2023-05-07 18:16:38,"une grande structure opérant dans le secteur de l'industrie agroalimentaire recherche une assistante ressources humaines, doté d’une expérience de plus de 4 ans dans un poste similaire. le poste est basé à daroua - casablanca :. . gérer les dossiers administratifs (rédaction de contrats de travail, ect.). établir les documents légaux. gérer les bordereaux en charge sociale. gérer les absences et les départs de salariés. préparer les réunions avec les partenaires sociaux. assister en matière de la mobilité et des carrières..",CDI,daroua,maroc,artus,fr
agent de facturation en contrat intérim,2023-03-08 18:16:15,2023-05-07 18:16:15,"nous recrutons pour notre client spécialisé dans son domaine un agent de facturation - sur casablanca / chimicolor.. activités principales. . traitement des commandes clients sur système et création des dossiers. suivi des commandes avec les commerciaux. contrôle des prix et des références. établissement des commandes locales en cas de rupture de stock. préparation des bons de livraison, des factures, et des avoirs. enregistrement des commandes sur le registre pour le classement. préparation des états de suivi des factures et chèques. remise des chèques et des effets aux fournisseurs. relance des clients tout en respectant les échéances.",Intérim,casablanca,maroc,tectra,fr
assistant sales support et marketing digital,2023-03-08 17:50:10,2023-04-10 10:03:26,"rijk zwaan est un groupe international indépendant, spécialisé dans la recherche et développement, la production et la commercialisation de semences de légumes. notre siège social est basé à de lier, pays-bas.notre organisation en croissance continue compte 30 filiales dans plusieurs pays, et se focalise sur l’innovation et le développement de nouveaux produits. rijk zwaan est parmi les 10 sociétés semencières pionnières dans le monde entier.plus de 3.600 employés travaillent au sein du groupe rijk zwaan avec une grande implication, loyauté et dévouement. la culture de rijk zwaan est caractérisée par un environnement de travail agréable et est orientée vers le travail d’équipe et le respect, avec la possibilité pour chacun de s’épanouir et de progresser.nous cherchons dans le cadre de notre développement au maroc un(e) assistant sales support et marketing digital. le poste est basé sur agadir.si vous partagez ces mêmes valeurs, rejoignez -nous !missions. . rattaché(e) au directeur commercial, vous aurez pour principale mission : l’administration des ventes, la logistique et le marketing digital en support à l’activité commerciale de la filiale.. . vos principales responsabilités seront :. . la coordination des actions marketing et digital marketing. planification, pilotage et suivi des campagnes marketing et communication online : contenu web, réseaux sociaux. elaboration du plan d’action marketing avec l’aide de l’équipe commerciale. rédaction de contenu pour les supports d’aide à la vente (brochures, catalogues, flyers, blogs,e-mailing…). préparation des prévisions des ventes. prise des commandes et facturation. gestion des importations et exportations. gestion du stock.",CDI,agadir,maroc,rijk zwaan,fr
